경기도 수원시 영통구 원천동 577-2
경기도 수원시 영통구 원천동 617-1
경기도 수원시 영통구 원천동 619-2
경기도 수원시 영통구 원천동 산 5-1
경기도 수원시 영통구 원천동 산 26-6
